Product_ID,Product_Name,Total_Sales,Profit
FUR-BO-10002916,"Rush Hierlooms Collection 1" Thick Stackable Bookcases",2487.76,410.352
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",1912.31,-68.1096
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.82,-78.18639999999999
FUR-BO-10003272,"O'Sullivan Living Dimensions 5-Shelf Bookcases",3420.77,-755.7516
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.87040000000002
FUR-BO-10003433,"Sauder Cornerstone Collection Library",322.19,-81.16760000000001
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",1473.3,73.71539999999999
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,-97.4064
FUR-BO-10003546,"Hon 4-Shelf Metal Bookcases",1474.31,-191.86200000000005
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",729.23,48.6156
FUR-BO-10003893,"Sauder Camden County Collection Library",1368.26,-103.482
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.07,106.47
FUR-BO-10003965,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak",1646.92,-285.9484
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",1427.68,-8.548999999999992
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.72,135.58870000000002
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.01,-208.6504
FUR-BO-10004357,"O'Sullivan Living Dimensions 3-Shelf Bookcases",2904.16,-170.83299999999997
FUR-BO-10004360,"Rush Hierlooms Collection Rich Wood Bookcases",489.38,-70.8312
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.86,-9.93719999999999
FUR-BO-10004467,"Bestar Classic Bookcase",1897.81,-612.9386999999999
FUR-BO-10004690,"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",1072.34,-78.36359999999999
FUR-BO-10004695,"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",4886.46,566.4674
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.89,-20.293000000000006
FUR-BO-10004834,"Avery Recycled Flexi-View Covers for Binding Systems",15610.97,-669.5448000000004
FUR-CH-10000015,"Hon Multipurpose Stacking Arm Chairs",6584.64,814.4159999999999
FUR-CH-10000155,"Global Comet Stacking Armless Chair",3528.79,514.366
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",1757.27,-166.00900000000001
FUR-CH-10000229,"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",2032.35,-460.666
FUR-CH-10000309,"Global Comet Stacking Arm Chair",6084.14,697.1415
FUR-CH-10000422,"Global Highback Leather Tilter in Burgundy",2647.81,49.13459999999999
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.53,1927.442
FUR-CH-10000513,"Safco Industrial Wire Shelving System",4770.63,-197.5848
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",685.59,115.7354
FUR-CH-10000595,"Safco Contoured Stacking Chairs",5697.76,870.1600000000001
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",3955.68,573.724
FUR-CH-10000749,"Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",2207.96,231.6544
FUR-CH-10000785,"Global Ergonomic Managers Chair",6008.54,785.4532
FUR-CH-10000847,"Global Executive Mid-Back Manager's Chair",4626.58,750.7284
FUR-CH-10000863,"Avery 511",2913.91,-445.39099999999996
FUR-CH-10000988,"Hon Olson Stacker Stools",5294.46,833.5952
FUR-CH-10001146,"netTALK DUO VoIP Telephone Service",2442.02,117.4863
FUR-CH-10001190,"Global Deluxe High-Back Office Chair in Storm",1087.92,-149.589
FUR-CH-10001215,"Global Troy Executive Leather Low-Back Tilter",12975.38,951.862
FUR-CH-10001270,"Harbour Creations Steel Folding Chair",2389.12,336.375
FUR-CH-10001394,"Global Leather Executive Chair",5861.53,701.9799999999999
FUR-CH-10001482,"Office Star - Mesh Screen back chair with Vinyl seat",2200.46,-130.98000000000002
FUR-CH-10001545,"Hon Comfortask Task/Swivel Chairs",1686.9,-36.473600000000005
FUR-CH-10001708,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",3989.73,425.7596
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",1689.97,-114.6764
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",881.19,170.8512
FUR-CH-10001802,"Hon Every-Day Chair Series Swivel Task Chairs",967.84,12.097999999999999
FUR-CH-10001854,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",8774.5,1305.6455999999998
FUR-CH-10001891,"Global Deluxe Office Fabric Chairs",1420.5,229.3922
FUR-CH-10001973,"Office Star Flex Back Scooter Chair with White Frame",1775.68,-228.6188
FUR-CH-10002017,"SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",245.09,14.918400000000002
FUR-CH-10002024,"HON 5400 Series Task Chairs for Big and Tall",21870.58,0.00000000000005684341886080802
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.19,-158.48579999999998
FUR-CH-10002073,"Hon Olson Stacker Chairs",5427.99,1292.1264
FUR-CH-10002084,"Hon Mobius Operator's Chair",2705.78,499.3394
FUR-CH-10002126,"Hon Deluxe Fabric Upholstered Stacking Chairs",2586.19,-48.796
FUR-CH-10002304,"Global Stack Chair without Arms, Black",901.51,44.166
FUR-CH-10002317,"Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs",207.18,25.898
FUR-CH-10002320,"Hon Pagoda Stacking Chairs",6483.8,1540.704
FUR-CH-10002331,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",7582.37,832.9932000000001
FUR-CH-10002335,"Hon GuestStacker Chair",6936.1,1233.0847999999999
FUR-CH-10002372,"Office Star - Ergonomically Designed Knee Chair",1311.88,-42.1096
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.41,253.83920000000003
FUR-CH-10002602,"DMI Arturo Collection Mission-style Design Wood Chair",4619.99,486.1556
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",3641.27,234.234
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.7,73.194
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",764.7,76.9798
FUR-CH-10002780,"Office Star - Task Chair with Contemporary Loop Arms",600.47,47.3096
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",5436.16,-474.74139999999994
FUR-CH-10002961,"Leather Task Chair, Black",1437.48,54.588
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.2,267.3034
FUR-CH-10003061,"Advantus Push Pins",1448.84,63.892900000000004
FUR-CH-10003199,"Office Star - Contemporary Task Swivel Chair",1842.27,155.372
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.54,-491.17499999999995
FUR-CH-10003312,"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs",5282.42,-989.0495999999999
FUR-CH-10003379,"Global Commerce Series High-Back Swivel/Tilt Chairs",7979.44,926.185
FUR-CH-10003396,"Global Deluxe Steno Chair",1770.54,-216.31380000000004
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",1396.44,-20.733200000000004
FUR-CH-10003606,"SAFCO Folding Chair Trolley",705.32,151.3232
FUR-CH-10003746,"Hon 4070 Series Pagoda Round Back Stacking Chairs",5906.03,1052.8144
FUR-CH-10003761,"Global Italian Leather Office Chair",969.25,204.3288
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",4166.88,-503.1194
FUR-CH-10003817,"Global Value Steno Chair, Gray",2204.86,245.997
FUR-CH-10003833,"Novimex Fabric Task Chair",1890.38,-131.107
FUR-CH-10003846,"Hon Valutask Swivel Chairs",1242.05,139.3524
FUR-CH-10003956,"Novimex High-Tech Fabric Mesh Task Chair",922.74,-133.4424
FUR-CH-10003968,"Array Parchment Paper, Assorted Colors",1341.52,-32.6508
FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",9070.94,773.2607999999999
FUR-CH-10003981,"Global Commerce Series Low-Back Swivel/Tilt Chairs",4420.06,41.1168
FUR-CH-10004063,"Global Deluxe High-Back Manager's Chair",8665.19,1558.591
FUR-CH-10004086,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",8431,1388.6347999999998
FUR-CH-10004218,"Plantronics HL10 Handset Lifter",3150.58,499.851
FUR-CH-10004287,"SAFCO Arco Folding Chair",11572.78,1179.3740000000003
FUR-CH-10004289,"Global Super Steno Chair",2389.9,-0.0000000000000017763568394002505
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",2185.95,283.74739999999997
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",6410.87,854.7832000000001
FUR-CH-10004540,"Global Chrome Stack Chair",815.86,15.0832
FUR-CH-10004626,"Office Star Flex Back Scooter Chair with Aluminum Finish Frame",1947.18,413.649
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",5212.11,972.6368
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",1830.15,80.97999999999999
FUR-CH-10004754,"Global Stack Chair with Arms, Black",803.46,125.0166
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",2959.21,493.7046
FUR-CH-10004860,"Global Low Back Tilter Chair",1746.95,-246.39119999999997
FUR-CH-10004875,"Harbour Creations 67200 Series Stacking Chairs",1501.9,254.82440000000005
FUR-CH-10004886,"Bevis Steel Folding Chairs",1775.08,117.059
FUR-CH-10004983,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",4185.48,342.88739999999996
FUR-CH-10004997,"Hon Every-Day Series Multi-Task Chairs",6748.48,281.96999999999997
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",175.94,52.4832
FUR-FU-10000023,"Eldon Wave Desk Accessories",236.78,88.35000000000001
FUR-FU-10000073,"Deflect-O Glasstique Clear Desk Accessories",124.74,37.037
FUR-FU-10000076,"24-Hour Round Wall Clock",487.51,180.0198
FUR-FU-10000087,"Executive Impressions 14" Two-Color Numerals Wall Clock",308.99,94.5152
FUR-FU-10000175,"DAX Wood Document Frame.",159.27,7.6888000000000005
FUR-FU-10000193,"Tenex Chairmats For Use with Hard Floors",467.71,-129.92
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.4,14.55
FUR-FU-10000221,"Master Caster Door Stop, Brown",176.78,49.3776
FUR-FU-10000222,"Seth Thomas 16" Steel Case Clock",441.73,28.257600000000004
FUR-FU-10000246,"Aluminum Document Frame",244.4,56.212
FUR-FU-10000260,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",124.59,26.211599999999997
FUR-FU-10000277,"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",1685.44,244.3888
FUR-FU-10000293,"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",1431.94,46.3276
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12"",468.47,51.105599999999995
FUR-FU-10000308,"Deflect-o Glass Clear Studded Chair Mats",1579.37,318.3616
FUR-FU-10000320,"OIC Stacking Trays",82.83,26.72
FUR-FU-10000397,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",338.98,94.91439999999999
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",98.87,42.2436
FUR-FU-10000448,"Tenex Chairmats For Use With Carpeted Floors",175.78,8.789
FUR-FU-10000521,"Seth Thomas 14" Putty-Colored Wall Clock",357.95,94.76820000000001
FUR-FU-10000550,"Stacking Trays by OIC",72.71,9.3126
FUR-FU-10000576,"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",3861.06,289.5791999999999
FUR-FU-10000629,"Avery Personal Creations Heavyweight Cards",455.07,183.1312
FUR-FU-10000672,"Executive Impressions 10" Spectator Wall Clock",258.72,87.96480000000001
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.64,-125.1996
FUR-FU-10000732,"Eldon 200 Class Desk Accessories",133.14,39.18719999999999
FUR-FU-10000747,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",1002.36,124.6058
FUR-FU-10000755,"Eldon Expressions Mahogany Wood Desk Collection",93.6,23.4
FUR-FU-10000758,"DAX Natural Wood-Tone Poster Frame",513.71,123.9264
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",138.16,58.0272
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292
FUR-FU-10000820,"Tensor Brushed Steel Torchiere Floor Lamp",146.11,6.795999999999999
FUR-FU-10000965,"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock",1184.23,448.76159999999993
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",53.46,6.3666
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,48.822
FUR-FU-10001057,"Tensor Track Tree Floor Lamp",299.85,38.180899999999994
FUR-FU-10001085,"3M Polarizing Light Filter Sleeves",216.34,75.346
FUR-FU-10001095,"DAX Black Cherry Wood-Tone Poster Frame",455.46,61.4336
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.74,311.7744
FUR-FU-10001196,"DAX Cubicle Frames - 8x10",125.79,20.772
FUR-FU-10001215,"Howard Miller 11-1/2" Diameter Brentwood Wall Clock",681.45,256.1922
FUR-FU-10001290,"Executive Impressions Supervisor Wall Clock",867.26,266.072
FUR-FU-10001379,"Executive Impressions 16-1/2" Circular Wall Clock",58.78,-1.0687999999999995
FUR-FU-10001424,"Dax Clear Box Frame",96.03,15.364800000000002
FUR-FU-10001468,"Tenex Antistatic Computer Chair Mats",3317.01,-530.0379999999999
FUR-FU-10001473,"DAX Wood Document Frame",839.68,176.32469999999998
FUR-FU-10001475,"Contract Clock, 14", Brown",334.1,29.453200000000002
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54,46.5566
FUR-FU-10001488,"Tenex 46" x 60" Computer Anti-Static Chairmat, Rectangular Shaped",2267.97,148.372
FUR-FU-10001546,"Dana Swing-Arm Lamps",108.94,-11.213999999999997
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.7,138.3132
FUR-FU-10001591,"Advantus Panel Wall Certificate Holder - 8.5x11",270.84,108.092
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52" x 58", Clear",546.19,17.447799999999997
FUR-FU-10001617,"Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock",66.56,18.512
FUR-FU-10001706,"Global Leather Task Chair, Black",115.19,44.72160000000001
FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",93.98,32.7342
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.75,-7.616000000000003
FUR-FU-10001847,"Eldon Image Series Black Desk Accessories",48.85,17.0568
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.76,8.9088
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,197.104
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.3,21.7056
FUR-FU-10001876,"Computer Room Manger, 14"",636.61,179.2896
FUR-FU-10001889,"Ultra Door Pull Handle",265.1,74.7972
FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",137.17,47.7257
FUR-FU-10001934,"Magnifier Swing Arm Lamp",251.76,65.4576
FUR-FU-10001935,"3M Hangers With Command Adhesive",108.04,36.001
FUR-FU-10001940,"Staple-based wall hangings",219.7,50.307200000000016
FUR-FU-10001967,"Telescoping Adjustable Floor Lamp",143.93,-5.997000000000002
FUR-FU-10001979,"Dana Halogen Swing-Arm Architect Lamp",1114.38,288.4288
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36"",581.17,81.568
FUR-FU-10002030,"Executive Impressions 14" Contract Wall Clock with Quartz Movement",97.81,-1.7783999999999978
FUR-FU-10002045,"Executive Impressions 14"",377.91,166.28040000000001
FUR-FU-10002088,"Nu-Dell Float Frame 11 x 14 1/2",170.62,56.035199999999996
FUR-FU-10002107,"Eldon Pizzaz Desk Accessories",37.46,13.736799999999999
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",59.7,14.56
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.67,-222.7365
FUR-FU-10002157,"Artistic Insta-Plaque",156.8,61.152
FUR-FU-10002191,"G.E. Halogen Desk Lamp Bulbs",62.82,22.8944
FUR-FU-10002240,"Nu-Dell EZ-Mount Plastic Wall Frames",19.7,0.7879999999999998
FUR-FU-10002253,"Howard Miller 13" Diameter Pewter Finish Round Wall Clock",1047.74,340.5142
FUR-FU-10002268,"Ultra Door Push Plate",149.26,37.4142
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle",2064.23,-173.12879999999998
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",183.02,10.110600000000002
FUR-FU-10002379,"Eldon Econocleat Chair Mats for Low Pile Carpets",331.76,39.8112
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,39.75279999999999
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.14,73.944
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",154.34,42.29679999999999
FUR-FU-10002501,"Nu-Dell Executive Frame",409.54,98.9712
FUR-FU-10002505,"Eldon 100 Class Desk Accessories",36.4,-4.852800000000001
FUR-FU-10002506,"Tensor "Hersey Kiss" Styled Floor Lamp",93.53,2.0784000000000002
FUR-FU-10002508,"Document Clip Frames",45.04,16.0128
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.4925
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,38.62389999999999
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,56.11840000000001
FUR-FU-10002671,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",168.84,78.256
FUR-FU-10002685,"Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock",56.1,21.317999999999998
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36" x 48"",180.46,-46.403999999999996
FUR-FU-10002759,"12-1/2 Diameter Round Wall Clock",551.45,91.1088
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,97.152
FUR-FU-10002874,"Ultra Commercial Grade Dual Valve Door Closer",63.82,9.5736
FUR-FU-10002878,"Seth Thomas 14" Day/Date Wall Clock",467.07,162.0512
FUR-FU-10002885,"Magna Visual Magnetic Picture Hangers",84.83,28.052399999999995
FUR-FU-10002918,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",1200.94,-256.5636
FUR-FU-10002937,"GE 48" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.06,1260.221
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",135.65,44.588
FUR-FU-10002963,"Master Caster Door Stop, Gray",47.75,14.224
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",39.69,13.1164
FUR-FU-10003039,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock",500.31,101.7868
FUR-FU-10003095,"Linden 12" Wall Clock With Oak Frame",101.94,30.582
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",83.49,31.5744
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",152.06,42.767999999999994
FUR-FU-10003192,"Luxo Adjustable Task Clamp Lamp",1545.82,362.4672
FUR-FU-10003194,"Avery Heavy-Duty EZD  Binder With Locking Rings",108.08,6.755000000000001
FUR-FU-10003247,"36X48 HARDFLOOR CHAIRMAT",369.25,-40.49139999999999
FUR-FU-10003268,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",775.61,135.932
FUR-FU-10003274,"Regeneration Desk Collection",35.9,15.2064
FUR-FU-10003347,"Coloredge Poster Frame",298.2,116.29800000000002
FUR-FU-10003374,"Electrix Fluorescent Magnifier Lamps & Weighted Base",463.8,73.0232
FUR-FU-10003394,"Tenex "The Solids" Textured Chair Mats",1469.16,-40.57679999999998
FUR-FU-10003424,"Nu-Dell Oak Frame",151.66,35.4576
FUR-FU-10003464,"Seth Thomas 8 1/2" Cubicle Clock",210.91,59.217600000000004
FUR-FU-10003489,"Contemporary Borderless Frame",36.16,3.6162
FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",531.95,192.2142
FUR-FU-10003553,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock",949.03,247.57199999999997
FUR-FU-10003577,"Nu-Dell Leatherette Frames",246.65,81.4512
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.25,-343.09560000000005
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,99.5808
FUR-FU-10003664,"#10-4 1/8" x 9 1/2"" Premium Diagonal Seam Envelopes"",2863.8,627.1722000000001
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",180.31,55.821999999999996
FUR-FU-10003708,"Economy Binders",1322.17,172.246
FUR-FU-10003724,"Westinghouse Clip-On Gooseneck Lamps",279.56,44.1936
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7,41.916
FUR-FU-10003773,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",1304.13,-111.328
FUR-FU-10003798,"Ultra Door Kickplate, 8"H x 34"W",158.24,27.692
FUR-FU-10003799,"9-3/4 Diameter Round Wall Clock",316.48,71.11999999999999
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45" x 53"",2058.5,-529.76
FUR-FU-10003829,"Stackable Trays",65.3,17.1248
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71,20.636
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.1096
FUR-FU-10003878,"Linden 10" Round Wall Clock, Black",253.65,41.8672
FUR-FU-10003919,"Eldon Executive Woodline II Cherry Finish Desk Accessories",98.14,-78.5088
FUR-FU-10003930,"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",786.9,147.9372
FUR-FU-10003975,"Eldon Advantage Chair Mats for Low to Medium Pile Carpets",563.03,56.303000000000004
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,55.1004
FUR-FU-10003981,"Eldon Wave Desk Accessories",29.95,10.6496
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07849999999999
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49"",1264.58,222.875
FUR-FU-10004018,"Tensor Computer Mounted Lamp",536.04,144.73080000000002
FUR-FU-10004020,"Advantus Panel Wall Acrylic Frame",87.52,25.162
FUR-FU-10004053,"DAX Two-Tone Silver Metal Document Frame",234.78,84.80560000000001
FUR-FU-10004071,"Luxo Professional Magnifying Clamp-On Fluorescent Lamps",1268.92,106.09020000000001
FUR-FU-10004090,"Executive Impressions 14" Contract Wall Clock",346.79,93.58829999999999
FUR-FU-10004091,"Howard Miller 13" Diameter Goldtone Round Wall Clock",1117.43,322.9506
FUR-FU-10004093,"Hand-Finished Solid Wood Document Frame",260.15,68.46000000000001
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",29.7,13.068000000000001
FUR-FU-10004188,"Luxo Professional Combination Clamp-On Lamps",1329.9,345.774
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4", Black",194.69,68.952
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",426.56,116.7148
FUR-FU-10004306,"Electrix Halogen Magnifier Lamp",2759.06,314.76599999999996
FUR-FU-10004351,"Staple-based wall hangings",202.59,71.68639999999999
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",46.59,-2.8672
FUR-FU-10004460,"Howard Miller 12" Round Wall Clock",479.34,127.2996
FUR-FU-10004586,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs",81.01,25.7632
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.33,3.141000000000002
FUR-FU-10004597,"Eldon Cleatmat Chair Mats for Medium Pile Carpets",344.1,-42.18000000000001
