Order ID,Order Date,Ship Date,Ship Mode,Postal Code,City,State,Country,Region,Customer ID
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,55901,Rochester,Minnesota,United States,Central,PG-18895
CA-2016-159695,2016-04-05,2016-04-10,Second Class,77095,Houston,Texas,United States,Central,GM-14455
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,90036,Los Angeles,California,United States,West,JS-15685
CA-2015-149587,2015-01-31,2015-02-05,Second Class,55407,Minneapolis,Minnesota,United States,Central,KB-16315
US-2017-109484,2017-11-06,2017-11-12,Standard Class,97206,Portland,Oregon,United States,West,RB-19705
CA-2017-161018,2017-11-09,2017-11-11,Second Class,10009,New York City,New York,United States,East,PN-18775
CA-2017-157833,2017-06-17,2017-06-20,First Class,94122,San Francisco,California,United States,West,KD-16345
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,55106,Saint Paul,Minnesota,United States,Central,ER-13855
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,60610,Chicago,Illinois,United States,Central,RB-19465
CA-2016-129903,2016-12-01,2016-12-04,Second Class,55901,Rochester,Minnesota,United States,Central,GZ-14470
US-2015-156867,2015-11-13,2015-11-17,Standard Class,80013,Aurora,Colorado,United States,West,LC-16870
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,28205,Charlotte,North Carolina,United States,South,JM-15250
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,60462,Orland Park,Illinois,United States,Central,PA-19060
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,10035,New York City,New York,United States,East,CV-12805
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,50322,Urbandale,Iowa,United States,Central,CL-12565
CA-2014-115259,2014-08-25,2014-08-27,Second Class,43229,Columbus,Ohio,United States,East,RC-19960
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,98103,Seattle,Washington,United States,West,DK-13090
US-2015-136476,2015-04-05,2015-04-10,Standard Class,37620,Bristol,Tennessee,United States,South,GG-14650
CA-2016-103730,2016-06-12,2016-06-15,First Class,19805,Wilmington,Delaware,United States,East,SC-20725
US-2014-152030,2014-12-26,2014-12-28,Second Class,77041,Houston,Texas,United States,Central,AD-10180
US-2014-134614,2014-09-20,2014-09-25,Standard Class,61701,Bloomington,Illinois,United States,Central,PF-19165
US-2017-107272,2017-11-05,2017-11-12,Standard Class,85023,Phoenix,Arizona,United States,West,TS-21610
US-2016-125969,2016-11-06,2016-11-10,Second Class,90004,Los Angeles,California,United States,West,LS-16975
US-2017-164147,2017-02-02,2017-02-05,First Class,43229,Columbus,Ohio,United States,East,DW-13585
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,95661,Roseville,California,United States,West,LC-16885
CA-2016-110366,2016-09-05,2016-09-07,Second Class,19140,Philadelphia,Pennsylvania,United States,East,JD-15895
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,94122,San Francisco,California,United States,West,SH-19975
CA-2017-155376,2017-12-22,2017-12-27,Standard Class,64055,Independence,Missouri,United States,Central,SG-20080
CA-2015-110744,2015-09-07,2015-09-12,Standard Class,91104,Pasadena,California,United States,West,HA-14920
CA-2014-110072,2014-10-22,2014-10-28,Standard Class,43055,Newark,Ohio,United States,East,MG-17680
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,53132,Franklin,Wisconsin,United States,Central,JE-16165
CA-2016-158834,2016-03-13,2016-03-16,First Class,85254,Scottsdale,Arizona,United States,West,TW-21025
CA-2015-124919,2015-05-31,2015-06-02,First Class,95123,San Jose,California,United States,West,SP-20650
CA-2015-118948,2015-05-28,2015-06-03,Standard Class,98105,Seattle,Washington,United States,West,NK-18490
CA-2014-104269,2014-03-01,2014-03-06,Second Class,98115,Seattle,Washington,United States,West,DB-13060
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,73034,Edmond,Oklahoma,United States,Central,NP-18670
CA-2016-162733,2016-05-11,2016-05-12,First Class,90045,Los Angeles,California,United States,West,TT-21070
CA-2015-119697,2015-12-28,2015-12-31,Second Class,19134,Philadelphia,Pennsylvania,United States,East,EM-13960
CA-2016-154508,2016-11-16,2016-11-20,Standard Class,88220,Carlsbad,New Mexico,United States,West,RD-19900
CA-2016-113817,2016-11-07,2016-11-11,Standard Class,98115,Seattle,Washington,United States,West,MJ-17740
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,78207,San Antonio,Texas,United States,Central,BM-11140
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,90004,Los Angeles,California,United States,West,CS-12130
US-2014-100853,2014-09-14,2014-09-19,Standard Class,60623,Chicago,Illinois,United States,Central,JB-15400
US-2017-152366,2017-04-21,2017-04-25,Second Class,77036,Houston,Texas,United States,Central,SJ-20500
US-2015-101511,2015-11-21,2015-11-23,Second Class,43055,Newark,Ohio,United States,East,JE-15745
CA-2015-137225,2015-12-15,2015-12-19,Standard Class,10009,New York City,New York,United States,East,JK-15640
CA-2014-166191,2014-12-05,2014-12-09,Second Class,62521,Decatur,Illinois,United States,Central,DK-13150
CA-2014-158274,2014-11-19,2014-11-24,Second Class,71203,Monroe,Louisiana,United States,South,RM-19675
CA-2016-105018,2016-11-28,2016-12-02,Standard Class,6824,Fairfield,Connecticut,United States,East,SK-19990
CA-2014-123260,2014-08-26,2014-08-30,Standard Class,90032,Los Angeles,California,United States,West,FM-14290
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,75051,Grand Prairie,Texas,United States,Central,AM-10360
CA-2015-102281,2015-10-12,2015-10-14,First Class,10035,New York City,New York,United States,East,MP-17470
CA-2015-131457,2015-10-31,2015-11-06,Standard Class,92374,Redlands,California,United States,West,MZ-17515
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,45011,Hamilton,Ohio,United States,East,CB-12025
CA-2017-107720,2017-11-06,2017-11-13,Standard Class,7090,Westfield,New Jersey,United States,East,VM-21685
US-2017-124303,2017-07-06,2017-07-13,Standard Class,19120,Philadelphia,Pennsylvania,United States,East,FH-14365
CA-2017-105074,2017-06-24,2017-06-29,Standard Class,44312,Akron,Ohio,United States,East,MB-17305
CA-2014-133690,2014-08-03,2014-08-05,First Class,80219,Denver,Colorado,United States,West,BS-11755
US-2017-116701,2017-12-17,2017-12-21,Second Class,75220,Dallas,Texas,United States,Central,LC-17140
CA-2017-126382,2017-06-03,2017-06-07,Standard Class,37064,Franklin,Tennessee,United States,South,HK-14890
CA-2017-108329,2017-12-09,2017-12-14,Standard Class,90604,Whittier,California,United States,West,LE-16810
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,48601,Saginaw,Michigan,United States,Central,JH-15985
CA-2015-101007,2015-02-09,2015-02-13,Second Class,75220,Dallas,Texas,United States,Central,MS-17980
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,44256,Medina,Ohio,United States,East,VW-21775
CA-2016-130162,2016-10-28,2016-11-01,Standard Class,90032,Los Angeles,California,United States,West,JH-15910
CA-2015-169397,2015-12-24,2015-12-27,First Class,43017,Dublin,Ohio,United States,East,JB-15925
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,48227,Detroit,Michigan,United States,Central,DS-13180
US-2015-145436,2015-02-28,2015-03-04,Standard Class,38401,Columbia,Tennessee,United States,South,VD-21670
US-2014-156216,2014-09-13,2014-09-17,Standard Class,28205,Charlotte,North Carolina,United States,South,EA-14035
US-2017-100930,2017-04-07,2017-04-12,Standard Class,33614,Tampa,Florida,United States,South,CS-12400
CA-2017-160514,2017-11-12,2017-11-16,Standard Class,95051,Santa Clara,California,United States,West,DB-13120
CA-2016-157749,2016-06-04,2016-06-09,Second Class,60610,Chicago,Illinois,United States,Central,KL-16645
CA-2014-131926,2014-06-01,2014-06-06,Second Class,55044,Lakeville,Minnesota,United States,Central,DW-13480
CA-2016-154739,2016-12-10,2016-12-15,Second Class,94109,San Francisco,California,United States,West,LH-17155
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,92037,San Diego,California,United States,West,KC-16540
CA-2016-146941,2016-12-10,2016-12-13,First Class,10024,New York City,New York,United States,East,DL-13315
US-2015-159982,2015-11-28,2015-12-04,Standard Class,60623,Chicago,Illinois,United States,Central,DR-12880
CA-2017-163139,2017-12-01,2017-12-03,Second Class,10009,New York City,New York,United States,East,CC-12670
US-2017-155299,2017-06-08,2017-06-12,Standard Class,77506,Pasadena,Texas,United States,Central,Dl-13600
US-2014-106992,2014-09-19,2014-09-21,Second Class,77036,Houston,Texas,United States,Central,SB-20290
CA-2016-125318,2016-06-06,2016-06-13,Standard Class,60610,Chicago,Illinois,United States,Central,RC-19825
CA-2015-155040,2015-11-10,2015-11-15,Standard Class,94513,Brentwood,California,United States,West,AH-10210
CA-2017-136826,2017-06-16,2017-06-20,Standard Class,27514,Chapel Hill,North Carolina,United States,South,CB-12535
CA-2016-111010,2016-01-22,2016-01-28,Standard Class,7960,Morristown,New Jersey,United States,East,PG-18895
US-2017-145366,2017-12-09,2017-12-13,Standard Class,45231,Cincinnati,Ohio,United States,East,CA-12310
CA-2017-163979,2017-12-28,2018-01-02,Second Class,94110,San Francisco,California,United States,West,KH-16690
CA-2015-155334,2015-07-30,2015-07-31,First Class,94109,San Francisco,California,United States,West,HA-14920
CA-2017-118136,2017-09-16,2017-09-17,First Class,90301,Inglewood,California,United States,West,BB-10990
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,19140,Philadelphia,Pennsylvania,United States,East,AG-10495
US-2015-161991,2015-09-26,2015-09-28,Second Class,77070,Houston,Texas,United States,Central,SC-20725
CA-2015-130890,2015-11-02,2015-11-06,Standard Class,90004,Los Angeles,California,United States,West,JO-15280
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,97206,Portland,Oregon,United States,West,TB-21520
CA-2016-112697,2016-12-18,2016-12-20,Second Class,33319,Tamarac,Florida,United States,South,AH-10195
CA-2016-110772,2016-11-20,2016-11-24,Second Class,43229,Columbus,Ohio,United States,East,NZ-18565
CA-2014-111451,2014-12-26,2014-12-28,First Class,80906,Colorado Springs,Colorado,United States,West,KL-16555
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,7109,Belleville,New Jersey,United States,East,JD-15895
US-2017-152380,2017-11-19,2017-11-23,Standard Class,60623,Chicago,Illinois,United States,Central,JH-15910
CA-2015-144253,2015-05-04,2015-05-09,Second Class,10024,New York City,New York,United States,East,AS-10225
CA-2014-130960,2014-12-30,2015-01-04,Standard Class,48180,Taylor,Michigan,United States,Central,KB-16600
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,8701,Lakewood,New Jersey,United States,East,CR-12625
CA-2017-126774,2017-04-15,2017-04-17,First Class,22204,Arlington,Virginia,United States,South,SH-20395
CA-2016-142902,2016-09-12,2016-09-14,Second Class,80004,Arvada,Colorado,United States,West,BP-11185
CA-2014-120887,2014-09-27,2014-10-03,Standard Class,7601,Hackensack,New Jersey,United States,East,TS-21205
CA-2014-167850,2014-08-09,2014-08-16,Standard Class,33710,Saint Petersburg,Florida,United States,South,AG-10525
CA-2014-164259,2014-12-28,2014-12-30,First Class,19143,Philadelphia,Pennsylvania,United States,East,SP-20860
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,10024,New York City,New York,United States,East,NM-18445
CA-2014-156601,2014-09-19,2014-09-24,Standard Class,90805,Long Beach,California,United States,West,FA-14230
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,92345,Hesperia,California,United States,West,GK-14620
CA-2017-153339,2017-11-03,2017-11-05,Second Class,37130,Murfreesboro,Tennessee,United States,South,DJ-13510
US-2016-141544,2016-08-30,2016-09-01,First Class,19143,Philadelphia,Pennsylvania,United States,East,PO-18850
US-2016-150147,2016-04-25,2016-04-29,Second Class,19134,Philadelphia,Pennsylvania,United States,East,JL-15850
CA-2015-137946,2015-09-01,2015-09-04,Second Class,90045,Los Angeles,California,United States,West,DB-13615
CA-2014-129924,2014-07-12,2014-07-17,Standard Class,94122,San Francisco,California,United States,West,AC-10420
CA-2015-128167,2015-06-22,2015-06-26,Second Class,84041,Layton,Utah,United States,West,KL-16645
CA-2014-122336,2014-04-13,2014-04-17,Second Class,19140,Philadelphia,Pennsylvania,United States,East,JD-15895
US-2015-120712,2015-12-20,2015-12-24,Standard Class,78745,Austin,Texas,United States,Central,CS-12130
CA-2017-169901,2017-06-15,2017-06-19,Standard Class,94122,San Francisco,California,United States,West,CC-12550
CA-2017-134306,2017-07-08,2017-07-12,Standard Class,1852,Lowell,Massachusetts,United States,East,TD-20995
CA-2016-129714,2016-09-01,2016-09-03,First Class,10009,New York City,New York,United States,East,AB-10060
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,10035,New York City,New York,United States,East,JL-15505
CA-2016-130001,2016-04-23,2016-04-28,Standard Class,28205,Charlotte,North Carolina,United States,South,HK-14890
CA-2017-155698,2017-03-08,2017-03-11,First Class,31907,Columbus,Georgia,United States,South,VB-21745
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,10009,New York City,New York,United States,East,KW-16435
CA-2014-123344,2014-09-24,2014-09-29,Standard Class,94109,San Francisco,California,United States,West,JD-16060
CA-2016-155516,2016-10-21,2016-10-21,Same Day,6040,Manchester,Connecticut,United States,East,MK-17905
CA-2017-104745,2017-05-29,2017-06-04,Standard Class,78550,Harlingen,Texas,United States,Central,GT-14755
US-2014-119137,2014-07-23,2014-07-27,Standard Class,85705,Tucson,Arizona,United States,West,AG-10900
US-2016-134656,2016-09-28,2016-10-01,First Class,62301,Quincy,Illinois,United States,Central,MM-18280
US-2017-134481,2017-08-27,2017-09-01,Standard Class,2038,Franklin,Massachusetts,United States,East,AR-10405
CA-2015-130792,2015-04-28,2015-05-05,Standard Class,77095,Houston,Texas,United States,Central,RA-19915
CA-2016-134775,2016-10-28,2016-10-29,First Class,94109,San Francisco,California,United States,West,AS-10285
CA-2015-125395,2015-06-26,2015-06-29,Second Class,48180,Taylor,Michigan,United States,Central,LA-16780
US-2015-168935,2015-11-27,2015-12-02,Standard Class,33024,Pembroke Pines,Florida,United States,South,DO-13435
CA-2015-122756,2015-12-03,2015-12-07,Standard Class,19140,Philadelphia,Pennsylvania,United States,East,DK-13225
CA-2014-115973,2014-11-24,2014-11-26,First Class,45231,Cincinnati,Ohio,United States,East,NG-18430
CA-2017-101798,2017-12-11,2017-12-15,Standard Class,10009,New York City,New York,United States,East,MV-18190
US-2014-135972,2014-09-21,2014-09-23,Second Class,98198,Des Moines,Washington,United States,West,JG-15115
US-2014-134971,2014-06-07,2014-06-10,Second Class,61604,Peoria,Illinois,United States,Central,BP-11095
CA-2017-102946,2017-06-30,2017-07-05,Standard Class,89115,Las Vegas,Nevada,United States,West,VP-21730
CA-2017-165603,2017-10-17,2017-10-19,Second Class,2886,Warwick,Rhode Island,United States,East,SS-20140
CA-2015-122259,2015-10-31,2015-11-04,Standard Class,49201,Jackson,Michigan,United States,Central,HP-14815
CA-2016-108987,2016-09-08,2016-09-10,Second Class,77036,Houston,Texas,United States,Central,AG-10675
CA-2014-113166,2014-12-24,2014-12-26,First Class,33180,Miami,Florida,United States,South,LF-17185
CA-2014-155208,2014-04-16,2014-04-20,Standard Class,28403,Wilmington,North Carolina,United States,South,SP-20650
CA-2017-117933,2017-12-24,2017-12-29,Standard Class,10024,New York City,New York,United States,East,RF-19840
CA-2017-117457,2017-12-08,2017-12-12,Standard Class,94110,San Francisco,California,United States,West,KH-16510
CA-2017-142636,2017-11-03,2017-11-07,Standard Class,98105,Seattle,Washington,United States,West,KC-16675
CA-2017-122105,2017-06-24,2017-06-28,Standard Class,92646,Huntington Beach,California,United States,West,CJ-12010
CA-2016-148796,2016-04-14,2016-04-18,Standard Class,90004,Los Angeles,California,United States,West,PB-19150
CA-2017-154816,2017-11-06,2017-11-10,Standard Class,40475,Richmond,Kentucky,United States,South,VB-21745
CA-2017-110478,2017-03-04,2017-03-09,Standard Class,90045,Los Angeles,California,United States,West,SP-20860
CA-2014-142048,2014-06-22,2014-06-25,First Class,80027,Louisville,Colorado,United States,West,JE-15745
CA-2017-125388,2017-10-19,2017-10-23,Standard Class,1841,Lawrence,Massachusetts,United States,East,MP-17965
CA-2017-155705,2017-08-21,2017-08-23,Second Class,39212,Jackson,Mississippi,United States,South,NF-18385
CA-2017-149160,2017-11-23,2017-11-26,Second Class,48187,Canton,Michigan,United States,Central,JM-15265
CA-2014-101476,2014-09-12,2014-09-13,First Class,10801,New Rochelle,New York,United States,East,SD-20485
CA-2017-152275,2017-10-01,2017-10-08,Standard Class,78207,San Antonio,Texas,United States,Central,KH-16630
US-2016-123750,2016-04-15,2016-04-21,Standard Class,28052,Gastonia,North Carolina,United States,South,RB-19795
CA-2016-127369,2016-06-06,2016-06-07,First Class,1852,Lowell,Massachusetts,United States,East,DB-13060
US-2014-150574,2014-12-19,2014-12-25,Standard Class,32216,Jacksonville,Florida,United States,South,MK-18160
CA-2016-147375,2016-06-12,2016-06-14,Second Class,60623,Chicago,Illinois,United States,Central,PO-19180
CA-2017-130043,2017-09-15,2017-09-19,Standard Class,77070,Houston,Texas,United States,Central,BB-11545
CA-2017-157252,2017-01-20,2017-01-23,Second Class,10024,New York City,New York,United States,East,CV-12805
CA-2016-115756,2016-09-05,2016-09-07,Second Class,48227,Detroit,Michigan,United States,Central,PK-19075
CA-2017-154214,2017-03-20,2017-03-25,Second Class,47201,Columbus,Indiana,United States,Central,TB-21595
CA-2016-166674,2016-04-01,2016-04-03,Second Class,13021,Auburn,New York,United States,East,RB-19360
CA-2017-147277,2017-10-20,2017-10-24,Standard Class,44312,Akron,Ohio,United States,East,EB-13705
CA-2016-100153,2016-12-13,2016-12-17,Standard Class,73071,Norman,Oklahoma,United States,Central,KH-16630
US-2014-110674,2014-02-12,2014-02-18,Standard Class,94521,Concord,California,United States,West,SC-20095
US-2016-157945,2016-09-26,2016-10-01,Standard Class,62521,Decatur,Illinois,United States,Central,NF-18385
CA-2015-109638,2015-12-15,2015-12-22,Standard Class,98115,Seattle,Washington,United States,West,JH-15985
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,85023,Phoenix,Arizona,United States,West,TN-21040
US-2015-101399,2015-01-17,2015-01-24,Standard Class,60068,Park Ridge,Illinois,United States,Central,JS-15940
CA-2017-154907,2017-03-31,2017-04-04,Standard Class,79109,Amarillo,Texas,United States,Central,DS-13180
US-2016-100419,2016-12-16,2016-12-20,Second Class,60610,Chicago,Illinois,United States,Central,CC-12670
CA-2015-154144,2015-12-20,2015-12-24,Standard Class,11757,Lindenhurst,New York,United States,East,MH-17785
CA-2014-144666,2014-11-09,2014-11-11,Second Class,94110,San Francisco,California,United States,West,JP-15520
CA-2016-103891,2016-07-12,2016-07-19,Standard Class,90008,Los Angeles,California,United States,West,KH-16690
CA-2016-152632,2016-10-27,2016-11-02,Standard Class,12180,Troy,New York,United States,East,JE-15475
CA-2016-100790,2016-06-26,2016-07-02,Standard Class,10024,New York City,New York,United States,East,JG-15805
CA-2014-134677,2014-10-06,2014-10-10,Standard Class,92024,San Diego,California,United States,West,XP-21865
CA-2014-127691,2014-07-22,2014-07-27,Standard Class,10024,New York City,New York,United States,East,EM-14065
CA-2017-140963,2017-06-10,2017-06-13,First Class,90045,Los Angeles,California,United States,West,MT-18070
CA-2014-154627,2014-10-29,2014-10-31,First Class,60610,Chicago,Illinois,United States,Central,SA-20830
CA-2014-133753,2014-06-09,2014-06-13,Second Class,77340,Huntsville,Texas,United States,Central,CW-11905
CA-2014-113362,2014-09-14,2014-09-19,Standard Class,14609,Rochester,New York,United States,East,AJ-10960
CA-2016-169166,2016-05-09,2016-05-14,Standard Class,98115,Seattle,Washington,United States,West,SS-20590
US-2016-120929,2016-03-18,2016-03-21,Second Class,38109,Memphis,Tennessee,United States,South,RO-19780
CA-2015-134782,2015-12-27,2015-12-31,Standard Class,72701,Fayetteville,Arkansas,United States,South,MD-17350
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,92627,Costa Mesa,California,United States,West,SC-20095
US-2016-105578,2016-05-30,2016-06-04,Standard Class,80134,Parker,Colorado,United States,West,MY-17380
CA-2017-134978,2017-11-12,2017-11-15,Second Class,10024,New York City,New York,United States,East,EB-13705
CA-2015-145352,2015-03-16,2015-03-22,Standard Class,30318,Atlanta,Georgia,United States,South,CM-12385
CA-2017-135307,2017-11-26,2017-11-27,First Class,64118,Gladstone,Missouri,United States,Central,LS-17245
CA-2016-106341,2016-10-20,2016-10-23,First Class,43055,Newark,Ohio,United States,East,LF-17185
CA-2017-163405,2017-12-21,2017-12-25,Standard Class,90049,Los Angeles,California,United States,West,BN-11515
CA-2017-127432,2017-01-22,2017-01-27,Standard Class,59405,Great Falls,Montana,United States,West,AD-10180
CA-2015-157812,2015-03-22,2015-03-26,Standard Class,77041,Houston,Texas,United States,Central,DB-13210
CA-2017-145142,2017-01-23,2017-01-25,First Class,48234,Detroit,Michigan,United States,Central,MC-17605
US-2016-139486,2016-05-21,2016-05-23,First Class,90032,Los Angeles,California,United States,West,LH-17155
CA-2015-158792,2015-12-26,2016-01-02,Standard Class,1841,Lawrence,Massachusetts,United States,East,BD-11605
CA-2017-113558,2017-10-21,2017-10-26,Standard Class,33801,Lakeland,Florida,United States,South,PH-18790
US-2015-138303,2015-09-03,2015-09-07,Standard Class,19134,Philadelphia,Pennsylvania,United States,East,MG-18145
CA-2015-102848,2015-11-07,2015-11-09,Second Class,90036,Los Angeles,California,United States,West,KB-16240
US-2017-129441,2017-09-07,2017-09-11,Standard Class,90032,Los Angeles,California,United States,West,JC-15340
CA-2016-168753,2016-05-29,2016-06-01,Second Class,36116,Montgomery,Alabama,United States,South,RL-19615
CA-2016-126613,2016-07-10,2016-07-16,Standard Class,85204,Mesa,Arizona,United States,West,AA-10375
US-2017-122637,2017-09-03,2017-09-08,Second Class,60653,Chicago,Illinois,United States,Central,EP-13915
CA-2015-147851,2015-12-03,2015-12-08,Standard Class,10009,New York City,New York,United States,East,MP-17470
CA-2015-134894,2015-12-07,2015-12-11,Standard Class,42420,Henderson,Kentucky,United States,South,DK-12985
CA-2014-140795,2014-02-01,2014-02-03,First Class,54302,Green Bay,Wisconsin,United States,Central,BD-11500
CA-2016-136924,2016-07-14,2016-07-17,First Class,85705,Tucson,Arizona,United States,West,ES-14080
US-2015-120161,2015-12-18,2015-12-23,Standard Class,45503,Springfield,Ohio,United States,East,LM-17065
CA-2014-103849,2014-05-11,2014-05-16,Standard Class,76106,Fort Worth,Texas,United States,Central,PG-18895
CA-2017-162929,2017-11-19,2017-11-22,First Class,10035,New York City,New York,United States,East,AS-10135
CA-2015-113173,2015-11-15,2015-11-17,Second Class,60653,Chicago,Illinois,United States,Central,DK-13225
CA-2016-136406,2016-04-15,2016-04-17,Second Class,94110,San Francisco,California,United States,West,BD-11320
CA-2017-112774,2017-09-11,2017-09-12,First Class,32216,Jacksonville,Florida,United States,South,RC-19960
CA-2017-101945,2017-11-24,2017-11-28,Standard Class,77070,Houston,Texas,United States,Central,GT-14710
CA-2017-100650,2017-06-29,2017-07-03,Second Class,92804,Anaheim,California,United States,West,DK-13225
CA-2014-155852,2014-03-03,2014-03-07,Second Class,28403,Wilmington,North Carolina,United States,South,AJ-10945
CA-2016-113243,2016-06-10,2016-06-15,Standard Class,90045,Los Angeles,California,United States,West,OT-18730
CA-2017-118731,2017-11-20,2017-11-22,Second Class,94110,San Francisco,California,United States,West,LP-17080
CA-2014-145576,2014-09-14,2014-09-18,Second Class,33614,Tampa,Florida,United States,South,CA-12775
