Row ID,Sales,Quantity,Discount,Profit,Product ID,Order ID
37,190.92,5,0.6,-147.963,FUR-FU-10003664,CA-2016-117590
38,113.328,9,0.2,35.415,OFF-EN-10002986,CA-2015-117415
39,532.3992,3,0.32,-46.9764,FUR-BO-10002545,CA-2015-117415
40,212.058,3,0.3,-15.147,FUR-CH-10004218,CA-2015-117415
41,371.168,4,0.2,41.7564,TEC-PH-10000486,CA-2015-117415
42,147.168,4,0.2,16.5564,TEC-PH-10004093,CA-2017-120999
43,77.88,2,0,3.894,OFF-ST-10003479,CA-2016-101343
44,95.616,2,0.2,9.5616,OFF-ST-10003282,CA-2017-139619
45,45.98,2,0,19.7714,TEC-AC-10000171,CA-2016-118255
46,17.46,2,0,8.2062,OFF-BI-10003291,CA-2016-118255
47,211.96,4,0,8.4784,OFF-ST-10001713,CA-2014-146703
48,45,3,0,4.95,TEC-AC-10002167,CA-2016-169194
49,21.8,2,0,6.104,TEC-PH-10003988,CA-2016-169194
50,38.22,6,0,17.9634,OFF-BI-10004410,CA-2015-115742
51,75.18,6,0,35.3346,OFF-LA-10002762,CA-2015-115742
52,6.16,2,0,2.9568,FUR-FU-10001706,CA-2015-115742
53,89.99,1,0,17.0981,FUR-CH-10003061,CA-2015-115742
54,15.26,7,0,6.2566,OFF-FA-10000304,CA-2016-105816
55,1029.95,5,0,298.6855,TEC-PH-10002447,CA-2016-105816
56,208.56,6,0,52.14,OFF-ST-10000604,CA-2016-111682
57,32.4,5,0,15.552,OFF-PA-10001569,CA-2016-111682
58,319.41,5,0.1,7.098,FUR-CH-10003968,CA-2016-111682
59,14.56,2,0,6.9888,OFF-PA-10000587,CA-2016-111682
60,30,2,0,3.3,TEC-AC-10002167,CA-2016-111682
61,48.48,4,0.2,16.362,OFF-BI-10001460,CA-2016-111682
62,1.68,1,0,0.84,OFF-AR-10001868,CA-2016-111682
63,13.98,2,0,6.1512,TEC-AC-10004633,CA-2015-135545
64,25.824,6,0.2,9.3612,OFF-BI-10001078,CA-2015-135545
65,146.73,3,0,68.9631,OFF-PA-10003892,CA-2015-135545
66,79.76,4,0,22.3328,FUR-FU-10000397,CA-2015-135545
67,213.115,5,0.3,-15.2225,FUR-CH-10001146,US-2015-164175
68,1113.024,8,0.2,111.3024,OFF-AR-10002671,CA-2014-106376
69,167.968,4,0.2,62.988,TEC-PH-10002726,CA-2014-106376
70,75.88,2,0,35.6636,OFF-PA-10000482,CA-2016-119823
71,4.616,1,0.2,1.731,OFF-BI-10004654,CA-2016-106075
72,19.05,3,0,8.763,OFF-PA-10004675,CA-2017-114440
73,831.936,8,0.2,-114.3912,FUR-CH-10000513,US-2015-134026
74,97.04,2,0.2,1.213,FUR-FU-10003708,US-2015-134026
75,72.784,1,0.2,-18.196,OFF-ST-10004123,US-2015-134026
76,1.248,3,0.8,-1.9344,OFF-BI-10004182,US-2017-118038
77,9.708,3,0.6,-5.8248,FUR-FU-10000260,US-2017-118038
78,27.24,3,0.2,2.724,OFF-ST-10000615,US-2017-118038
79,19.3,5,0.6,-14.475,FUR-FU-10003194,US-2014-147606
80,208.16,1,0,56.2032,OFF-AP-10002118,CA-2016-127208
81,16.74,3,0,8.0352,OFF-BI-10002309,CA-2016-127208
82,14.9,5,0,4.172,OFF-AR-10002053,CA-2014-139451
83,21.39,1,0,6.2031,OFF-ST-10002370,CA-2014-139451
84,200.984,7,0.2,62.8075,OFF-EN-10000927,CA-2015-149734
85,230.376,3,0.2,-48.9549,OFF-ST-10003656,US-2017-119662
86,301.96,2,0,33.2156,FUR-CH-10000863,CA-2017-140088
87,19.99,1,0,6.7966,TEC-AC-10001998,CA-2017-155558
88,6.16,2,0,2.9568,OFF-LA-10000134,CA-2017-155558
89,158.368,7,0.2,13.8572,OFF-ST-10003442,CA-2016-159695
90,20.1,3,0,6.633,OFF-AR-10004930,CA-2016-109806
91,73.584,2,0.2,8.2782,TEC-PH-10004093,CA-2016-109806
92,6.48,1,0,3.1104,OFF-PA-10000304,CA-2016-109806
93,12.96,2,0,6.2208,OFF-PA-10003177,CA-2015-149587
94,53.34,3,0,16.5354,FUR-FU-10003799,CA-2015-149587
95,32.96,2,0,16.1504,OFF-BI-10002852,CA-2015-149587
96,5.682,1,0.7,-3.788,OFF-BI-10004738,US-2017-109484
97,96.53,7,0,40.5426,FUR-FU-10000629,CA-2017-161018
98,51.312,3,0.2,17.9592,OFF-BI-10001721,CA-2017-157833
99,77.88,6,0,22.5852,OFF-AP-10000358,CA-2016-149223
100,64.624,7,0.2,22.6184,OFF-PA-10003256,CA-2016-158568
101,95.976,3,0.2,-10.7973,TEC-AC-10001767,CA-2016-158568
102,1.788,3,0.8,-3.0396,OFF-BI-10002609,CA-2016-158568
103,23.92,4,0,11.7208,OFF-PA-10004040,CA-2016-129903
104,238.896,6,0.2,-26.8758,TEC-AC-10001552,US-2015-156867
105,102.36,3,0.2,-3.8385,FUR-FU-10004006,US-2015-156867
106,36.882,3,0.7,-25.8174,OFF-BI-10002794,US-2015-156867
107,74.112,8,0.2,17.6016,TEC-AC-10003499,CA-2017-119004
108,27.992,1,0.2,2.0994,TEC-PH-10002844,CA-2017-119004
109,3.304,1,0.2,1.0738,OFF-AR-10000390,CA-2017-119004
110,339.96,5,0.2,67.992,TEC-AC-10000844,CA-2015-129476
111,41.96,2,0,10.9096,FUR-FU-10001934,CA-2017-146780
112,75.96,2,0,22.788,OFF-AR-10000380,CA-2016-128867
113,27.24,6,0,13.3476,OFF-BI-10003981,CA-2016-128867
114,40.096,14,0.2,14.5348,OFF-FA-10000621,CA-2014-115259
115,4.72,2,0.2,1.652,OFF-EN-10002600,CA-2014-115259
116,23.976,3,0.2,7.4925,OFF-PA-10004965,CA-2014-115259
117,130.464,6,0.2,44.0316,OFF-EN-10002504,CA-2014-115259
118,787.53,3,0,165.3813,FUR-TA-10001768,CA-2015-110457
119,157.794,1,0.7,-115.7156,OFF-BI-10003650,US-2015-136476
120,47.04,3,0,18.3456,FUR-FU-10002157,CA-2016-103730
121,30.84,4,0,13.878,OFF-BI-10003910,CA-2016-103730
122,226.56,6,0,63.4368,OFF-ST-10000777,CA-2016-103730
123,115.02,9,0,51.759,OFF-EN-10002500,CA-2016-103730
124,68.04,7,0,19.7316,TEC-PH-10003875,CA-2016-103730
125,600.558,3,0.3,-8.5794,FUR-CH-10004063,US-2014-152030
126,617.7,6,0.5,-407.682,FUR-TA-10004534,US-2014-134614
127,2.388,2,0.7,-1.8308,OFF-BI-10003274,US-2017-107272
128,243.992,7,0.2,30.499,OFF-ST-10002974,US-2017-107272
129,81.424,2,0.2,-9.1602,FUR-CH-10001146,US-2016-125969
130,238.56,3,0,26.2416,FUR-FU-10003773,US-2016-125969
131,59.97,5,0.4,-11.994,TEC-PH-10002293,US-2017-164147
132,78.304,2,0.2,29.364,OFF-PA-10002377,US-2017-164147
133,21.456,9,0.2,6.9732,OFF-FA-10002780,US-2017-164147
134,20.04,3,0,9.6192,OFF-PA-10001804,CA-2016-145583
135,35.44,1,0,16.6568,OFF-PA-10001736,CA-2016-145583
136,11.52,4,0,3.456,OFF-AR-10001149,CA-2016-145583
137,4.02,2,0,1.9698,OFF-FA-10002988,CA-2016-145583
138,76.176,3,0.2,26.6616,OFF-BI-10004781,CA-2016-145583
139,65.88,6,0,18.4464,OFF-SU-10001218,CA-2016-145583
140,43.12,14,0,20.6976,FUR-FU-10001706,CA-2016-145583
141,82.8,2,0.2,10.35,FUR-FU-10004848,CA-2016-110366
142,8.82,3,0,2.3814,OFF-AR-10000940,CA-2017-106180
143,10.86,3,0,5.1042,OFF-EN-10004030,CA-2017-106180
144,143.7,3,0,68.976,OFF-PA-10004327,CA-2017-106180
145,839.43,3,0,218.2518,OFF-AP-10001058,CA-2017-155376
146,671.93,7,0,20.1579,OFF-ST-10003656,CA-2015-110744
147,93.888,4,0.2,12.9096,FUR-FU-10000521,CA-2014-110072
148,384.45,11,0,103.8015,TEC-PH-10000215,CA-2016-114489
149,149.97,3,0,5.9988,TEC-PH-10001448,CA-2016-114489
150,1951.84,8,0,585.552,FUR-CH-10000454,CA-2016-114489
151,171.55,5,0,80.6285,OFF-BI-10002735,CA-2016-114489
152,157.92,5,0.2,17.766,OFF-AP-10000326,CA-2016-158834
153,203.184,2,0.2,15.2388,TEC-PH-10001254,CA-2016-158834
154,58.38,7,0,26.271,OFF-PA-10001950,CA-2015-124919
155,105.52,4,0,48.5392,OFF-PA-10002254,CA-2015-124919
156,80.88,6,0,21.0288,OFF-ST-10001590,CA-2015-124919
157,6.63,3,0,1.7901,OFF-AR-10001547,CA-2015-118948
158,457.568,2,0.2,51.4764,FUR-CH-10004063,CA-2014-104269
159,14.62,2,0,6.8714,OFF-LA-10002475,CA-2016-114104
160,944.93,7,0,236.2325,TEC-PH-10004536,CA-2016-114104
161,5.98,1,0,2.691,OFF-PA-10002751,CA-2016-162733
162,54.384,2,0.2,1.3596,TEC-AC-10003657,CA-2015-119697
163,28.4,5,0,13.348,OFF-EN-10001990,CA-2016-154508
164,27.68,2,0.2,9.688,OFF-BI-10004002,CA-2016-113817
165,9.936,3,0.2,2.7324,OFF-AR-10004441,CA-2014-139892
166,8159.952,8,0.4,-1359.992,TEC-MA-10000822,CA-2014-139892
167,275.928,3,0.2,-58.6347,OFF-ST-10000991,CA-2014-139892
168,1740.06,9,0.3,-24.858,FUR-CH-10004287,CA-2014-139892
169,32.064,6,0.2,6.8136,OFF-AR-10002656,CA-2014-139892
170,177.98,5,0.8,-453.849,OFF-AP-10002518,CA-2014-139892
171,143.976,3,0.2,8.9985,TEC-PH-10003931,CA-2014-139892
172,20.94,3,0,9.8418,OFF-PA-10000659,CA-2014-118962
173,110.96,2,0,53.2608,OFF-PA-10001144,CA-2014-118962
174,340.144,7,0.2,21.259,FUR-CH-10003817,CA-2014-118962
175,52.448,2,0.8,-131.12,OFF-AP-10000891,US-2014-100853
176,20.16,4,0.2,6.552,OFF-LA-10003148,US-2014-100853
177,97.264,4,0.8,-243.16,OFF-AP-10002684,US-2017-152366
178,396.802,7,0.3,-11.3372,FUR-CH-10004698,US-2015-101511
179,15.88,5,0.2,-3.7715,OFF-SU-10002189,US-2015-101511
180,3.28,1,0,1.4104,OFF-AR-10001940,CA-2015-137225
181,24.816,2,0.2,1.8612,OFF-ST-10003455,CA-2014-166191
182,408.744,7,0.2,76.6395,TEC-AC-10004659,CA-2014-166191
183,503.96,4,0,131.0296,TEC-PH-10003273,CA-2014-158274
184,149.95,5,0,41.986,TEC-PH-10004896,CA-2014-158274
185,29,2,0,7.25,TEC-AC-10002345,CA-2014-158274
186,7.16,2,0,3.4368,OFF-BI-10001890,CA-2016-105018
187,176.8,8,0,22.984,TEC-AC-10002323,CA-2014-123260
188,37.224,3,0.2,3.7224,OFF-ST-10001328,CA-2016-157000
189,20.016,3,0.2,6.255,OFF-PA-10001950,CA-2016-157000
190,899.136,4,0.2,112.392,FUR-BO-10002613,CA-2015-102281
191,71.76,6,0,20.0928,TEC-PH-10001552,CA-2015-102281
192,51.84,8,0,24.8832,OFF-PA-10000061,CA-2015-102281
193,626.352,3,0.2,46.9764,FUR-BO-10002545,CA-2015-102281
194,19.9,5,0,6.567,OFF-AR-10003514,CA-2015-102281
195,14.28,7,0,6.7116,OFF-EN-10001509,CA-2015-131457
196,7.408,2,0.2,1.2038,OFF-AR-10004685,CA-2014-140004
197,6.048,3,0.2,1.5876,OFF-AR-10004027,CA-2014-140004
198,46.26,3,0,12.0276,OFF-ST-10001414,CA-2017-107720
199,2.946,2,0.7,-2.2586,OFF-BI-10000343,US-2017-124303
200,16.056,3,0.2,5.8203,OFF-PA-10002749,US-2017-124303
201,21.744,3,0.2,6.795,OFF-PA-10002666,CA-2017-105074
202,218.75,2,0.5,-161.875,FUR-TA-10004289,CA-2014-133690
203,2.6,1,0.2,0.2925,OFF-AP-10003622,CA-2014-133690
204,66.284,2,0.8,-178.9668,OFF-AP-10003217,US-2017-116701
205,35.168,7,0.2,9.6712,FUR-FU-10002960,CA-2017-126382
206,444.768,4,0.2,44.4768,TEC-PH-10001918,CA-2017-108329
207,83.92,4,0,5.8744,OFF-ST-10000642,CA-2017-135860
208,131.98,2,0,35.6346,TEC-PH-10001700,CA-2017-135860
209,15.92,4,0,7.4824,OFF-BI-10003274,CA-2017-135860
210,52.29,9,0,16.2099,OFF-FA-10000134,CA-2017-135860
211,91.99,1,0,3.6796,OFF-ST-10001522,CA-2017-135860
212,20.8,2,0.2,6.5,TEC-AC-10001266,CA-2015-101007
213,23.68,2,0.2,8.88,OFF-LA-10004544,CA-2015-146262
214,452.45,5,0.5,-244.323,FUR-BO-10004695,CA-2015-146262
215,62.982,3,0.4,-14.6958,TEC-PH-10002844,CA-2015-146262
216,1188,9,0.7,-950.4,TEC-MA-10000864,CA-2015-146262
217,89.584,2,0.2,4.4792,TEC-AC-10000109,CA-2015-146262
218,93.06,6,0,26.0568,OFF-ST-10001328,CA-2016-130162
219,302.376,3,0.2,22.6782,TEC-PH-10002563,CA-2016-130162
220,5.584,2,0.2,1.8148,OFF-FA-10000585,CA-2015-169397
221,22.704,6,0.2,8.2302,OFF-PA-10004000,CA-2015-169397
222,19.776,4,0.7,-13.8432,OFF-BI-10002852,CA-2015-169397
223,72.704,4,0.2,19.0848,FUR-FU-10000087,CA-2015-169397
224,479.988,4,0.7,-383.9904,TEC-MA-10001148,CA-2015-169397
225,27.168,2,0.2,2.7168,OFF-AR-10001958,CA-2015-169397
226,2.2,1,0,0.968,OFF-AR-10001026,CA-2015-163055
227,622.45,5,0,136.939,FUR-TA-10003748,CA-2015-163055
228,21.98,1,0,0.2198,OFF-ST-10002485,CA-2015-163055
229,161.568,2,0.2,-28.2744,FUR-CH-10004860,US-2015-145436
230,389.696,8,0.2,43.8408,FUR-CH-10004477,US-2015-145436
231,18.648,7,0.7,-12.432,OFF-BI-10001679,US-2014-156216
232,233.86,2,0.45,-102.048,FUR-TA-10001705,US-2017-100930
233,620.6145,3,0.45,-248.2458,FUR-TA-10003473,US-2017-100930
234,5.328,2,0.7,-3.552,OFF-BI-10001679,US-2017-100930
235,258.072,3,0.2,0,FUR-FU-10004017,US-2017-100930
236,617.976,3,0.2,-7.7247,TEC-AC-10003832,US-2017-100930
237,10.56,2,0,4.752,OFF-PA-10002479,CA-2017-160514
238,25.92,5,0.2,9.396,OFF-PA-10003349,CA-2016-157749
239,419.68,5,0.6,-356.728,FUR-FU-10000576,CA-2016-157749
240,11.688,3,0.6,-4.6752,FUR-FU-10004351,CA-2016-157749
241,31.984,2,0.2,11.1944,TEC-PH-10000011,CA-2016-157749
242,177.225,5,0.5,-120.513,FUR-TA-10002607,CA-2016-157749
243,4.044,3,0.6,-2.8308,FUR-FU-10002505,CA-2016-157749
244,7.408,2,0.2,1.2038,OFF-AR-10004685,CA-2016-157749
245,2001.86,7,0,580.5394,FUR-CH-10004063,CA-2014-131926
246,166.72,2,0,41.68,OFF-ST-10002276,CA-2014-131926
247,47.88,6,0,23.94,OFF-PA-10004082,CA-2014-131926
248,1503.25,5,0,496.0725,OFF-AP-10002945,CA-2014-131926
249,25.92,4,0,12.4416,OFF-PA-10000061,CA-2014-131926
250,321.568,2,0.2,28.1372,FUR-CH-10002965,CA-2016-154739
251,7.61,1,0,3.5767,OFF-PA-10004569,CA-2016-145625
252,3347.37,13,0,636.0003,TEC-AC-10003832,CA-2016-145625
253,80.58,6,0,22.5624,OFF-ST-10001228,CA-2016-146941
254,361.92,4,0,162.864,OFF-EN-10003296,CA-2016-146941
255,12.132,9,0.6,-8.4924,FUR-FU-10002505,US-2015-159982
256,82.368,2,0.2,-19.5624,OFF-ST-10004804,US-2015-159982
257,53.92,5,0.2,4.044,OFF-ST-10001590,US-2015-159982
258,647.904,6,0.2,56.6916,TEC-PH-10001580,US-2015-159982
259,20.37,3,0,6.9258,TEC-AC-10000290,CA-2017-163139
260,221.55,3,0,6.6465,OFF-ST-10002790,CA-2017-163139
261,17.52,5,0.2,6.132,OFF-BI-10003460,CA-2017-163139
262,1.624,2,0.8,-4.466,OFF-AP-10002203,US-2017-155299
263,3059.982,3,0.4,-509.997,TEC-MA-10000822,US-2014-106992
264,2519.958,7,0.4,-251.9958,TEC-MA-10003353,US-2014-106992
265,328.224,4,0.2,28.7196,TEC-PH-10001433,CA-2016-125318
266,79.9,2,0,35.156,TEC-AC-10004469,CA-2015-155040
267,14.016,3,0.2,4.7304,OFF-AR-10003602,CA-2017-136826
268,7.56,6,0,0.3024,OFF-FA-10003472,CA-2016-111010
269,37.208,1,0.2,-7.4416,OFF-ST-10004180,US-2017-145366
270,57.576,3,0.2,21.591,OFF-EN-10004386,US-2017-145366
271,725.84,4,0,210.4936,OFF-ST-10003208,CA-2017-163979
272,209.93,7,0,92.3692,TEC-AC-10003628,CA-2015-155334
273,5.28,3,0,2.3232,FUR-FU-10003274,CA-2015-155334
274,10.92,3,0.2,4.095,OFF-BI-10002557,CA-2015-155334
275,8.82,2,0,4.0572,OFF-PA-10002615,CA-2017-118136
276,5.98,1,0,1.5548,OFF-AR-10001427,CA-2017-118136
277,11.648,2,0.2,4.0768,OFF-PA-10000673,CA-2017-132976
278,18.176,4,0.2,5.9072,OFF-PA-10004470,CA-2017-132976
279,59.712,6,0.2,5.9712,OFF-ST-10000876,CA-2017-132976
280,24.84,3,0.2,8.694,OFF-LA-10002043,CA-2017-132976
281,2.08,5,0.8,-3.432,OFF-BI-10004967,US-2015-161991
282,1114.4,7,0.2,376.11,TEC-PH-10001760,US-2015-161991
283,1038.84,5,0.2,51.942,FUR-TA-10002903,CA-2015-130890
284,141.76,5,0.2,47.844,OFF-PA-10000474,CA-2015-130883
285,239.8,5,0.2,47.96,TEC-AC-10001956,CA-2015-130883
286,31.104,6,0.2,10.8864,OFF-PA-10004100,CA-2015-130883
287,254.058,7,0.7,-169.372,OFF-BI-10000778,CA-2016-112697
288,194.528,2,0.2,24.316,OFF-AP-10002684,CA-2016-112697
289,961.48,5,0.2,-204.3145,OFF-SU-10000646,CA-2016-112697
290,19.096,7,0.2,6.6836,OFF-FA-10002983,CA-2016-110772
291,18.496,8,0.2,6.2424,OFF-LA-10004689,CA-2016-110772
292,255.984,2,0.2,54.3966,TEC-AC-10002001,CA-2016-110772
293,86.97,3,0.5,-48.7032,FUR-BO-10004709,CA-2016-110772
294,300.416,8,0.2,78.8592,FUR-FU-10004091,CA-2014-111451
295,230.352,3,0.2,20.1558,FUR-CH-10001891,CA-2014-111451
296,218.352,3,0.2,-24.5646,FUR-FU-10002918,CA-2014-111451
297,78.6,5,0.7,-62.88,OFF-BI-10004593,CA-2014-111451
298,27.552,3,0.2,9.2988,OFF-FA-10004854,CA-2014-111451
299,32.4,5,0,15.552,OFF-PA-10002105,CA-2016-142545
300,1082.48,8,0,10.8248,OFF-ST-10002756,CA-2016-142545
301,56.91,3,0,27.3168,OFF-PA-10004243,CA-2016-142545
302,77.6,4,0,38.024,FUR-FU-10001861,CA-2016-142545
303,14.28,1,0,6.5688,OFF-BI-10002706,CA-2016-142545
304,219.075,3,0.5,-131.445,FUR-TA-10002533,US-2017-152380
305,26.8,2,0,12.864,FUR-FU-10002671,CA-2015-144253
306,9.84,3,0,2.8536,OFF-AR-10003651,CA-2014-130960
307,45.48,3,0,20.9208,OFF-BI-10001072,CA-2014-111003
308,289.2,6,0,83.868,OFF-AR-10002135,CA-2014-111003
309,4.89,1,0,2.0049,OFF-AR-10002804,CA-2017-126774
310,15.136,4,0.2,3.5948,FUR-FU-10001918,CA-2016-142902
311,466.768,2,0.2,52.5114,FUR-CH-10004086,CA-2016-142902
312,15.232,1,0.2,1.7136,FUR-FU-10001756,CA-2016-142902
313,6.264,3,0.2,2.0358,OFF-LA-10000634,CA-2016-142902
314,87.54,3,0,37.6422,FUR-FU-10001588,CA-2014-120887
315,178.384,2,0.2,22.298,TEC-PH-10002398,CA-2014-167850
316,15.552,3,0.2,5.4432,OFF-PA-10001937,CA-2014-167850
317,99.136,4,0.2,8.6744,OFF-AR-10003373,CA-2014-164259
318,135.882,1,0.1,24.1568,FUR-CH-10002602,CA-2014-164973
319,3991.98,2,0,1995.99,TEC-MA-10002927,CA-2014-164973
320,275.94,6,0,80.0226,TEC-PH-10004093,CA-2014-164973
321,360,4,0,129.6,TEC-AC-10000892,CA-2014-164973
322,43.57,1,0,13.071,OFF-ST-10002974,CA-2014-164973
323,7.16,2,0,3.58,OFF-FA-10000624,CA-2014-156601
324,251.52,6,0.2,81.744,OFF-BI-10004593,CA-2016-162138
325,99.99,1,0,34.9965,TEC-AC-10001908,CA-2016-162138
326,15.992,1,0.2,0.9995,FUR-FU-10001967,CA-2017-153339
327,290.898,3,0.4,-67.8762,TEC-PH-10003645,US-2016-141544
328,54.224,2,0.2,3.389,OFF-ST-10000675,US-2016-141544
329,786.744,4,0.3,-258.5016,FUR-CH-10003312,US-2016-141544
330,100.24,10,0.2,33.831,OFF-LA-10001074,US-2016-141544
331,37.764,6,0.7,-27.6936,OFF-BI-10001524,US-2016-141544
332,82.8,2,0.4,-20.7,TEC-PH-10004614,US-2016-150147
333,20.724,2,0.7,-13.816,OFF-BI-10001153,US-2016-150147
334,4.896,3,0.7,-3.4272,OFF-BI-10001982,US-2016-150147
335,4.752,1,0.2,1.6038,OFF-BI-10001922,CA-2015-137946
336,959.984,2,0.2,335.9944,TEC-CO-10001449,CA-2015-137946
337,14.368,4,0.2,4.49,OFF-BI-10004140,CA-2015-137946
338,7.712,2,0.2,2.7956,OFF-BI-10003314,CA-2014-129924
339,698.352,3,0.2,-17.4588,FUR-TA-10004575,CA-2014-129924
340,4.96,4,0,2.3312,OFF-FA-10000490,CA-2015-128167
341,17.856,4,0.2,1.116,OFF-AR-10000122,CA-2014-122336
342,509.97,10,0.7,-407.976,OFF-BI-10003656,CA-2014-122336
343,30.992,13,0.2,10.0724,OFF-FA-10002780,CA-2014-122336
344,71.928,12,0.4,8.3916,TEC-PH-10000702,CA-2014-122336
345,88.8,4,0.2,-2.22,OFF-ST-10000107,US-2015-120712
346,47.976,3,0.2,4.7976,TEC-PH-10002293,CA-2017-169901
347,7.56,3,0,3.0996,OFF-AR-10004027,CA-2017-134306
348,24.56,2,0,11.5432,OFF-PA-10000249,CA-2017-134306
349,12.96,2,0,4.1472,OFF-AR-10001374,CA-2017-134306
350,6.79,1,0,2.3086,TEC-AC-10000290,CA-2016-129714
351,24.56,2,0,11.5432,OFF-PA-10001970,CA-2016-129714
352,3.048,1,0.2,1.0668,OFF-BI-10002160,CA-2016-129714
353,49.12,4,0,23.0864,OFF-PA-10001970,CA-2016-129714
354,4355.168,4,0.2,1415.4296,OFF-BI-10004995,CA-2016-129714
355,388.704,6,0.2,-4.8588,FUR-BO-10002268,CA-2016-138520
356,8.26,2,0,3.7996,OFF-EN-10001137,CA-2016-138520
357,17.04,4,0,6.9864,OFF-AR-10002399,CA-2016-138520
358,34.4,5,0,15.824,OFF-PA-10002713,CA-2016-138520
359,36.24,5,0.2,11.325,OFF-PA-10002666,CA-2016-130001
360,647.84,8,0,168.4384,OFF-AP-10001124,CA-2017-155698
361,20.7,2,0,9.936,OFF-LA-10001158,CA-2017-155698
362,20.7,2,0,9.936,OFF-LA-10001158,CA-2017-144904
363,488.646,3,0.1,86.8704,FUR-CH-10000785,CA-2017-144904
364,5.56,2,0,1.4456,OFF-AR-10003732,CA-2017-144904
365,47.12,8,0,20.7328,FUR-FU-10000023,CA-2017-144904
366,211.96,4,0,8.4784,OFF-ST-10001713,CA-2014-123344
367,23.2,4,0,10.44,OFF-BI-10002412,CA-2016-155516
368,7.36,2,0,0.1472,OFF-SU-10001225,CA-2016-155516
369,104.79,7,0,29.3412,OFF-ST-10002406,CA-2016-155516
370,1043.92,4,0,271.4192,FUR-BO-10002545,CA-2016-155516
371,25.92,5,0.2,9.396,OFF-PA-10002036,CA-2017-104745
372,53.424,3,0.2,4.6746,OFF-ST-10002205,CA-2017-104745
373,8.16,5,0.7,-5.712,OFF-BI-10001982,US-2014-119137
374,1023.936,8,0.2,179.1888,TEC-AC-10003911,US-2014-119137
375,9.24,1,0.2,0.924,OFF-AR-10000658,US-2014-119137
376,479.04,10,0.2,-29.94,TEC-AC-10002076,US-2014-119137
377,99.136,4,0.2,30.98,OFF-PA-10003039,US-2016-134656
378,1488.424,7,0.3,-297.6848,FUR-TA-10004915,US-2017-134481
379,8.652,3,0.8,-20.3322,OFF-AP-10000696,CA-2015-130792
380,23.832,3,0.2,2.6811,OFF-ST-10003327,CA-2015-130792
381,12.176,4,0.8,-18.8728,OFF-BI-10000309,CA-2015-130792
382,50.96,7,0,25.48,OFF-PA-10004734,CA-2016-134775
383,49.536,3,0.2,17.3376,OFF-BI-10002225,CA-2016-134775
384,41.9,2,0,8.799,TEC-AC-10004708,CA-2015-125395
385,375.4575,3,0.45,-157.0095,FUR-TA-10000617,US-2015-168935
386,83.976,3,0.2,-1.0497,TEC-AC-10002335,US-2015-168935
387,482.34,4,0.7,-337.638,TEC-MA-10001681,CA-2015-122756
388,2.96,1,0.2,0.777,FUR-FU-10001935,CA-2015-122756
